InstutionName	City	Tuition	InstitutionType
UEI College	El Monte		Private
UEI College	Anaheim		Private
United Education Institute	Jacksonville		Private
UEI	Morrow		Private
UEI College	San Marcos		Private
UEI College	Stockton		Private
Colorado Technical University	Pueblo		Private
Lincoln College of New England-Hartford	Hartford		Private
Marinello School of Beauty-Hamden	Hamden		Private
Marinello School of Beauty-Fairfield	Fairfield		Private
Marinello School of Beauty-Willimantic	Willimantic		Private
Porter and Chester Institute of Rocky Hill	Rocky Hill		Private
Porter and Chester Institute of Enfield	Enfield		Private
Porter and Chester Institute of Watertown	Watertown		Private
Porter and Chester Institute of Chicopee	Chicopee		Private
Porter and Chester Institute of Worcester	Worcester		Private
Porter and Chester Institute of Canton	Canton		Private
Porter and Chester Institute of Woburn	Woburn		Private
Strayer University-Takoma Park Campus	Washington		Private
Barry University Law School	Orlando		Private
University of Southernmost Florida-Coral Gables Campus	Coral Gables		Private
Keiser University-Melbourne	Melbourne		Private
Keiser University-Tallahassee	Tallahassee		Private
Keiser University-Daytona	Daytona Beach		Private
Keiser University-Lakeland	Lakeland		Private
Keiser University- Miami	Miami		Private
Keiser University-Orlando	Orlando		Private
Keiser University-Sarasota	Sarasota		Private
Keiser University-Jacksonville	Jacksonville		Private
Keiser University-Tampa	Tampa		Private
Keiser University-Pembroke Pines	Pembroke Pines		Private
Keiser University-Port St Lucie	Port St Lucie		Private
Keiser University-West Palm Beach	West Palm Beach		Private
Keiser University-Ft Myers	Ft Myers		Private
Manhattan Hairstyling Academy - North	Tampa		Private
Rasmussen College-New Port Richey	New Port Richey		Private
Rasmussen College-Fort Myers	Fort Myers		Private
Rasmussen College-Tampa/Brandon	Tampa		Private
Rasmussen College-Land O' Lakes	Land O'Lakes		Private
Portfolio Center - Waltham	Waltham		Private
Portfolio Center - DC Branch	Washington		Private
Moody Theological Seminary and Graduate School--Michigan	Plymouth		Private
Moody Bible Institute-Spokane	Spokane		Private
Saint Anthony College of Nursing - Highland Community College Campus	Freeport		Private
PJ's College of Cosmetology- Brownsburg	Brownsburg		Private
PJ's College of Cosmetology-Crestwood	Crestwood		Private
PJ's College of Cosmetology- Jeffersonville	Jeffersonville		Private
Ivy Tech Community College-Northcentral	South Bend		Private
Ivy Tech Community College-Columbus	Columbus		Private
Ivy Tech Community College-East Central	Muncie		Private
Ivy Tech Community College-Kokomo	Kokomo		Private
Ivy Tech Community College-Lafayette	Lafayette		Private
Ivy Tech Community College-Northeast	Fort Wayne		Private
Ivy Tech Community College-South Central	Sellersburg		Private
Ivy Tech Community College-Southwest	Evansville		Private
Ivy Tech Community College-Wabash Valley	Terre Haute		Private
Ivy Tech Community College-Richmond	Richmond		Private
Ivy Tech Community College-Northwest	Gary		Private
Ivy Tech Community College-Southeast	Madison		Private
Ivy Tech Community College-Bloomington	Bloomington		Private
Ivy Tech Community College-Central Indiana	Indianapolis		Private
Harrison College-Anderson	Anderson		Private
Harrison College-Columbus	Columbus		Private
Harrison College-Terre Haute	Terre Haute		Private
Harrison College-Lafayette	Lafayette		Private
Harrison College-Indianapolis East	Indianapolis		Private
Harrison College-Evansville	Evansville		Private
Harrison College-Fort Wayne	Fort Wayne		Private
Harrison College-Northwest	Indianapolis		Private
Harrison College-Elkhart	Elkhart		Private
Marian University	Indianapolis		Private
Graceland University - Independence	Independence		Private
Baker University School of Nursing	Topeka		Private
Baker University School of Professional and Graduate Studies and Graduate School of Education	Overland Park		Private
CBTS - Wisconsin	Elm Grove		Private
Coffeyville Technical Campus	Coffeyville		Private
Columbus Technical Campus	Columbus		Private
Marinello School of Beauty-Lawrence	Lawrence		Private
PJ's College of Cosmetology- Greenfield	Greenfield		Private
PJ's College of Cosmetology- Muncie	Muncie		Private
PJ's College of Cosmetology- Indianapolis	Indianapolis		Private
PJ's College of Cosmetology- Plainfield	Plainfield		Private
PJ's College of Cosmetology- Louisville	Louisville		Private
Empire Beauty School-Caribou	Caribou		Private
Empire Beauty School-Bangor	Bangor		Private
Empire Beauty School-Waterville	Waterville		Private
International Beauty School	Winchester		Private
Wentworth Institute of Technology	Boston		Private
Wentworth Institute of Technology	Dorchester		Private
Wentworth Institute of Technology	Fall River		Private
Cleary University	Howell		Private
Davenport University-Warren Location	Warren		Private
Davenport University-Kalamazoo Location	Kalamazoo		Private
Davenport University-Lansing Location	Lansing		Private
Davenport University-Midland Location	Midland		Private
Davenport University-Holland Location	Holland		Private
Davenport University-Flint Location	Flint		Private
Davenport University-Traverse City Location	Traverse City		Private
Davenport University-Saginaw Location	Saginaw		Private
Davenport University-Livonia Location	Livonia		Private
Davenport University-Battle Creek Location	Battle Creek		Private
Davenport University-Grand Rapids Downtown	Grand Rapids		Private
Davenport University - Treasury Site Dimondale	Dimondale		Private
Anoka-Ramsey Community College-Cambridge Campus	Cambridge		Private
Central Lakes College-Staples Campus	Staples		Private
M State - Detroit Lakes Campus	Detroit Lakes		Private
M State - Moorhead Campus	Moorhead		Private
M State - Wadena Campus	Wadena		Private
South Central College-Faribault	Faribault		Private
Mesabi Range College	Eveleth		Private
Northland Community and Technical College - East Grand Forks	East Grand Forks		Private
Rasmussen College-Bloomington	Bloomington		Private
Rasmussen College-Eagan	Eagan		Private
Rasmussen College-Mankato	Mankato		Private
Rasmussen College-Brooklyn Park	Brooklyn Park		Private
Rasmussen College-Lake Elmo/Woodbury	Lake Elmo		Private
Rasmussen College-Blaine	Blaine		Private
Ridgewater College	Hutchinson		Private
Minnesota State College-SE Technical-Red Wing	Red Wing		Private
Copiah-Lincoln Community College Simpson County Center	Mendenhall		Private
Copiah-Lincoln Community College-Natchez Campus	Natchez		Private
Pearl River Community College-Forrest County Center	Hattiesburg		Private
Lindenwood University-Belleville	Belleville		Private
City College Montana State University Billings	Billings		Private
The University of Montana - Missoula College	Missoula		Private
Marinello School of Beauty-Henderson	Henderson		Private
New Hampshire Institute for Therapeutic Arts	Bridgton		Private
American Institute	Clifton		Private
Berkeley College - Westchester Campus	White Plains		Private
Briarcliffe College-Patchogue	Patchogue		Private
Culinary Institute of America at Greystone	St. Helena		Private
Culinary Institute of America  San Antonio	San Antonio		Private
Jamestown Business College -	Salamanca		Private
Pratt Manhattan-A Division of Pratt Institute	New York		Private
Saint Josephs College-Long Island	Patchogue		Private
Saint Elizabeth College of Nursing	Utica		Private
Gaston College	Lincolnton		Private
Rasmussen College-Bismarck	Bismarck		Private
Mount Carmel College of Nursing - Fairfield	Lancaster		Private
Los Angeles Center	Los Angeles		Private
Florida Center	North Miami Beach		Private
Sacramento Center	Sacramento		Private
Montpelier Center - Closed July 2013	Montpelier		Private
New England Center	Brattleboro		Private
Corban University Bellevue Washington Campus	Bellevue		Private
Western Seminary-San Jose	Santa Clara		Private
Western Seminary-Sacramento	Rocklin		Private
Toni&Guy Hairdressing Academy	Philadelphia		Private
Bucks County Community College-Upper Bucks Campus	Perkasie		Private
Bucks County Community College-Lower Bucks Campus	Bristol		Private
Harrisburg Area Community College-Lancaster	Lancaster		Private
Harrisburg Area Community College-Gettysburg	Gettysburg		Private
Harrisburg Area Community College-Lebanon	Lebanon		Private
Harrisburg Area Community College-York	York		Private
New Castle School of Trades	Pulaski		Private
Northampton County Area Community College-Monroe	Tannersville		Private
Villanova University - Summer Music Studies Program	Villanova		Private
South Hills School of Business and Technology-Altoona	Altoona		Private
Galveston College - Charlie Thomas Family Applied Technology Center	Galveston		Private
San Jacinto College-North Campus	Houston		Private
San Jacinto College-South Campus	Houston		Private
Southwest School of Business and Technical Careers-South Texas	McAllen		Private
Southwest School of Business and Technical Careers-Corpus Christi	Corpus Christi		Private
Texas A&M University-San Antonio	San Antonio		Private
Texas A & M University Health Science Center	Bryan		Private
Snow College-Richfield Campus	Richfield		Private
Strayer University-Alexandria Campus	Alexandria		Private
Strayer University-Woodbridge Campus	Woodbridge		Private
Strayer University-Manassas Campus	Manassas		Private
Strayer University-Loudoun Campus	Ashburn		Private
Strayer University-Fredericksburg Campus	Fredericksburg		Private
Strayer University-Henrico Campus	Glen Allen		Private
Strayer University-Chesterfield Campus	Midlothian		Private
Strayer University-Chesapeake Campus	Chesapeake		Private
Strayer University-Newport News Campus	Newport News		Private
Strayer University-Virginia Beach Campus	Virginia Beach		Private
Union Presbyterian Seminary-Charlotte	Charlotte		Private
Washington State University-Vancouver	Vancouver		Private
Washington State University-Spokane	Spokane		Private
Washington State University-Tri Cities	Richland		Private
West Virginia Business College-Nutter Fort	Nutter Fort		Private
University of the Virgin Islands-Albert A. Sheen	St. Croix		Private
ECPI University-Newport News	Newport News		Private
ECPI University-Greensboro	Greensboro		Private
ECPI University-Charlotte	Charlotte		Private
ECPI University-Greenville	Greenville		Private
ECPI University-Manassas	Manassas		Private
ECPI University-Charleston	North Charleston		Private
ECPI University-Raleigh	Raleigh		Private
ECPI University-Columbia	Columbia		Private
ECPI University-Concord	Charlotte		Private
ECPI University-Culinary Institute of Virginia	Norfolk		Private
ECPI University-Virginia Beach Health Sciences	Virginia Beach		Private
ECPI University-Richmond South	Richmond		Private
ECPI University-Innsbrook	Glen Allen		Private
ECPI University-Richmond West	Richmond		Private
Vista College	Amarillo		Private
Vista College	Lubbock		Private
Computer Career Center-Las Cruces	Las Cruces		Private
Vista College-Beaumont	Beaumont		Private
Vista College-Longview	Longview		Private
Vista College-Killeen	Killeen		Private
Vista College - College Station	College Station		Private
Fremont College	Los Angeles		Private
Rob Roy Academy - Woonsocket	Woonsocket		Private
CC's Cosmetology College	Oklahoma City		Private
CC's Cosmetology College	Sapulpa		Private
CC's Cosmetology College-Texarkana	Texarkana		Private
CC's Cosmetology College-Texarkana	Texarkana		Private
YTI Career Institute - Altoona	Altoona		Private
SW School of Business & Technical Careers	Uvalde		Private
SW School of Business & Technical Careers	San Antonio		Private
SW School of Business and Technical Careers-Del Rio	Del Rio		Private
SW School of Business and Technical Careers-North Campus	Austin		Private
SW School of Business and Technical Careers-South Campus	Austin		Private
Westech College	Moreno Valley		Private
Westech College	Victorville		Private
Everglades University-Orlando	Maitland		Private
Everglades University-Sarasota	Sarasota		Private
UEI College	Riverside		Private
UEI College-Bakersfield	Bakersfield		Private
Wright Career College - Oklahoma City  OK	Oklahoma City		Private
Wright Career College - Tulsa  OK	Tulsa		Private
Wright Career College-Wichita	Wichita		Private
Wright Career College-Omaha	Omaha		Private
Florida National University-South Campus	Miami		Private
Florida National University Training Center	Hialeah		Private
Marinello School of Beauty-Concord	Concord		Private
Marinello School of Beauty-Stockton	Stockton		Private
Connecticut Aero Tech  School	Hartford		Private
Compu-Med Vocational Careers Corp	Miami		Private
Southeastern College-Miami Lakes	Miami Lakes		Private
Southeastern College-St. Petersburg	St. Petersburg		Private
Southeastern College-New Port Richey	New Port Richey		Private
Southeastern College - Tampa	Tampa		Private
Colorado Technical University	Westminster		Private
Strayer University-Rockville Campus	Rockville		Private
Strayer University-Anne Arundel Campus	Millersville		Private
Strayer University-White Marsh Campus	Baltimore		Private
Strayer University-Owings Mills Campus	Owings Mills		Private
Blue Cliff College	Metairie		Private
Franklin Career Institute - Brooklyn Campus	Brooklyn		Private
Mattia College -	Miami		Private
International Yacht Restoration School	Bristol		Private
McCann School of Business & Technology	Hazle Township		Private
McCann School of Business & Technology	Lewisburg		Private
McCann School of Business & Technology	Dickson City		Private
McCann School of Business & Technology	Allentown		Private
McCann School of Business & Technology	Carlisle		Private
McCann School of Business & Technology	Wilkes-Barre		Private
Central Florida Institute	Orlando		Private
Marinello School of Beauty-Wichita	Wichita		Private
Marinello School of Beauty-Overland Park	Overland Park		Private
Texas Barber Colleges and Hairstyling Schools Branch Campus #1	Dallas		Private
Texas Barber Colleges and Hairstyling Schools Branch Campus #2	Dallas		Private
Texas Barber Colleges and Hairstyling Schools Branch Campus #6	Houston		Private
